key,cells
b'52bd7f07-0365-4a3b-afb1-228cd9f3a631',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237460336000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237460336000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237460336000, 'value': b'1998-07-20T23:01:15'}]"
b'552e7dcb-df25-4d70-a14d-161a13f49aff',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239105913000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239105913000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239105913000, 'value': b'2023-03-19T15:18:13.856631'}]"
b'564f7d61-3d92-4dc5-afeb-a1898c2f2b1a',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090907000, 'value': b'65'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090907000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090907000, 'value': b'2023-03-19T15:18:09.231254'}]"
b'56e563f1-f624-488f-86fd-8792cec64ced',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239086653000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239086653000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239086653000, 'value': b'2023-03-19T15:18:04.777235'}]"
b'580e2e3c-76e9-489a-b608-d5fa53a155c2',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084368000, 'value': b'62'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084368000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084368000, 'value': b'2023-03-19T15:18:03.412406'}]"
b'586f429b-2e77-4eca-8cb7-f9e1b992dd32',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093814000, 'value': b'67'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093814000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093814000, 'value': b'2023-03-19T15:18:13.397478'}]"
b'5a34aad1-0eb6-45fd-b7e1-ea1b4e883537',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239106482000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239106482000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239106482000, 'value': b'2023-03-19T15:18:13.583106'}]"
b'5b287a72-392c-418e-b1fe-a9cbd17564d1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089365000, 'value': b'54'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089365000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089365000, 'value': b'2023-03-19T15:18:06.783061'}]"
b'5b96c567-71e7-450c-9070-c81be98af597',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093814000, 'value': b'66'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093814000, 'value': b'26'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093814000, 'value': b'2023-03-19T15:18:13.554962'}]"
b'5baecb72-9191-425e-ba31-514066031c1b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238820599000, 'value': b'52'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238820599000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238820599000, 'value': b'2023-03-19T15:13:39.091972'}]"
b'5c7cebb2-904d-4cec-aa5a-19f1c74923af',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237464195000, 'value': b'69'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237464195000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237464195000, 'value': b'1985-12-29T22:38:18'}]"
b'5df7b257-8eef-44ff-b07f-a8609feb6ab4',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089365000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089365000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089365000, 'value': b'2023-03-19T15:18:06.691040'}]"
b'5e7013aa-d426-4eb8-a362-1fed415e2567',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239101910000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239101910000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239101910000, 'value': b'2023-03-19T15:18:11.473059'}]"
b'5ede65e1-d1c6-4a15-98b1-9d66e4ed5bbe',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238817303000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238817303000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238817303000, 'value': b'2023-03-19T15:13:36.622781'}]"
b'601320f9-a491-4b48-afd9-426b5bc6dc9c',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.119951'}]"
b'60444092-0d92-4105-a35c-832e1be9248f',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'42'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:10.448832'}]"
b'6191a3f3-84bb-475a-a805-0d9a386f34aa',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085536000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085536000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085536000, 'value': b'2023-03-19T15:18:04.044311'}]"
b'62d7b39d-bc92-4b19-8218-7c6746f8cac1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239106482000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239106482000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239106482000, 'value': b'2023-03-19T15:18:13.148657'}]"
b'63f8ea70-260d-43e9-9933-718a3b5e6fbe',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679234682414000, 'value': b'\x00\x00\x00\x00\x00\x00\x00('}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679234682414000, 'value': b'\x00\x00\x00\x00\x00\x00\x00\x16'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679234682414000, 'value': b'1990-02-17T23:56:28'}]"
b'65a0f19e-964a-4cd7-8f02-e3b491b7b179',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099314000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099314000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099314000, 'value': b'2023-03-19T15:18:08.991525'}]"
b'65cbb41e-2455-4071-b874-b47ac7ff7369',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238810851000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238810851000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238810851000, 'value': b'2023-03-19T15:13:30.347280'}]"
b'67fd5735-6916-47ee-9db0-2df0a3820438',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237467057000, 'value': b'54'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237467057000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237467057000, 'value': b'1972-03-08T12:43:15'}]"
b'6a20fa47-ed93-4ec4-89b2-1dbb9d3f575e',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238807633000, 'value': b'54'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238807633000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238807633000, 'value': b'2023-03-19T15:13:26.624808'}]"
b'6a83ce34-af2f-474d-9b05-60c236e274bf',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098454000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098454000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098454000, 'value': b'2023-03-19T15:18:07.928818'}]"
b'6b4ad9df-c50b-4907-97b6-251942cb5458',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238824277000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238824277000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238824277000, 'value': b'2023-03-19T15:13:38.454067'}]"
b'6bf41dc7-3b9c-4964-92d4-d66a525c94e6',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087260000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087260000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087260000, 'value': b'2023-03-19T15:18:05.188213'}]"
b'6c8d5bfb-f7bd-4da2-b552-262b50aa0881',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237364091000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237364091000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237364091000, 'value': b'1993-02-19T15:22:01'}]"
b'6cc26f74-7c2c-40fd-8f6a-c3c15a866366',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081306000, 'value': b'52'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081306000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081306000, 'value': b'2023-03-19T15:18:01.039201'}]"
b'6d708d37-dfdc-4866-8a98-460130b86dec',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237308130000, 'value': b'53'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237308130000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237308130000, 'value': b'1992-02-02T14:47:03'}]"
b'7024989f-0068-4240-8d6e-0769a4e3e30d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'70'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.203548'}]"
b'716f5321-00c6-4ba0-b6bb-b4f6f3236e19',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237466307000, 'value': b'66'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237466307000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237466307000, 'value': b'1995-06-25T23:11:01'}]"
b'71e21b44-2f19-42da-ba2a-b1012e999c61',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238824277000, 'value': b'59'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238824277000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238824277000, 'value': b'2023-03-19T15:13:37.173996'}]"
b'7454fb89-4c4e-48fc-b24a-3b7a50b44c25',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085990000, 'value': b'67'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085990000, 'value': b'23'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085990000, 'value': b'2023-03-19T15:18:04.673960'}]"
b'75789536-cd56-4f19-9534-572966204c25',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238804265000, 'value': b'53'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238804265000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238804265000, 'value': b'2023-03-19T15:13:23.197292'}]"
b'75e2854d-4178-4e74-a0b6-beac6ed65a2c',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084368000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084368000, 'value': b'28'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084368000, 'value': b'2023-03-19T15:18:03.074923'}]"
b'78536b3d-ad75-4f19-b4c8-abe06427680c',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239080796000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239080796000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239080796000, 'value': b'2023-03-19T15:18:00.218092'}]"
b'7a29f864-8940-438a-a4f1-4431e9cde093',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238798080000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238798080000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238798080000, 'value': b'2023-03-19T15:13:15.053023'}]"
b'7adce1f7-b6c1-4e7b-99da-bf3cda760540',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238821786000, 'value': b'42'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238821786000, 'value': b'21'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238821786000, 'value': b'2023-03-19T15:13:39.837865'}]"
b'7b946b5a-7a14-4a6f-a3e6-d886c8d4d53f',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237464195000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237464195000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237464195000, 'value': b'2005-12-10T13:26:26'}]"
b'7babe3e8-6722-4340-99c6-1bf52f829c4d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084951000, 'value': b'42'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084951000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084951000, 'value': b'2023-03-19T15:18:03.615034'}]"
b'7c7ee97d-6d19-4f36-9cd9-d86ef6006680',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237454721000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237454721000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237454721000, 'value': b'2007-05-29T05:35:53'}]"
b'7d738791-2f22-478b-9f5d-d1cff2125ea1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239092547000, 'value': b'45'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239092547000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239092547000, 'value': b'2023-03-19T15:18:11.676121'}]"
b'7eb5b2bf-6be5-4716-b1d9-98b53ef8b4c6',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239101910000, 'value': b'60'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239101910000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239101910000, 'value': b'2023-03-19T15:18:11.823966'}]"
b'7f782215-8813-40c5-9865-3d37b2896187',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238802676000, 'value': b'61'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238802676000, 'value': b'27'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238802676000, 'value': b'2023-03-19T15:13:20.719295'}]"
b'818cbbf3-29eb-4829-b3d9-a2d2b8f04fb6',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237309732000, 'value': b'55'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237309732000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237309732000, 'value': b'2022-05-23T01:12:59'}]"
b'81dcbdd0-9c7d-4400-adab-702362e2dbab',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089365000, 'value': b'62'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089365000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089365000, 'value': b'2023-03-19T15:18:06.476405'}]"
b'8245a011-b69a-41d4-bb9c-23aee85150cb',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238810851000, 'value': b'50'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238810851000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238810851000, 'value': b'2023-03-19T15:13:29.356969'}]"
b'82ffd660-278f-4bc4-938e-e169c67fa4ae',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093814000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093814000, 'value': b'23'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093814000, 'value': b'2023-03-19T15:18:13.203877'}]"
b'8465f339-5fde-46c3-8861-3e09f735d449',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087878000, 'value': b'60'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087878000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087878000, 'value': b'2023-03-19T15:18:06.046792'}]"
b'8527fc82-9619-47ec-9b9a-0a36030135e2',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239103448000, 'value': b'52'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239103448000, 'value': b'25'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239103448000, 'value': b'2023-03-19T15:18:12.494467'}]"
b'85462954-42bd-49b4-92cc-d0f3136a2da8',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238809249000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238809249000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238809249000, 'value': b'2023-03-19T15:13:27.870605'}]"
b'85ce6049-b126-418a-b82e-d4e09ee584db',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679235231432000, 'value': b'\x00\x00\x00\x00\x00\x00\x008'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679235231432000, 'value': b'\x00\x00\x00\x00\x00\x00\x00\x17'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679235231432000, 'value': b'1970-02-12T11:17:31'}]"
b'8713a480-fe09-4b0b-8ef3-86cbf393524c',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239098017000, 'value': b'55'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239098017000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239098017000, 'value': b'2023-03-19T15:18:06.877256'}]"
b'8822dfc5-4117-471d-937f-c731fff550bf',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:10.682666'}]"
b'89189c5d-8b5a-4156-9c7e-bf102fae9434',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087878000, 'value': b'68'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087878000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087878000, 'value': b'2023-03-19T15:18:05.954390'}]"
b'8a5017f8-a154-4a9f-9fca-3db1ba74c180',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238821230000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238821230000, 'value': b'39'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238821230000, 'value': b'2023-03-19T15:13:39.705904'}]"
b'8ae4980a-48e6-43f0-bde3-18828bdc9c05',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089365000, 'value': b'59'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089365000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089365000, 'value': b'2023-03-19T15:18:07.029191'}]"
b'8c452e6f-7b00-4f56-83be-ccad14d615c1',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099842000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099842000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099842000, 'value': b'2023-03-19T15:18:10.484359'}]"
b'8d208b39-7c37-4944-837e-ec3aa4ef65cc',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087260000, 'value': b'42'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087260000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087260000, 'value': b'2023-03-19T15:18:05.634016'}]"
b'8e28bc78-c19b-4f96-9032-cb0b666d5a18',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093211000, 'value': b'47'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093211000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093211000, 'value': b'2023-03-19T15:18:12.188568'}]"
b'8fa2a3e5-8348-4260-ad2d-fcc52ae287d0',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089946000, 'value': b'51'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089946000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089946000, 'value': b'2023-03-19T15:18:07.320534'}]"
b'912b793a-bdfe-47ab-ba39-ab7066f31519',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089946000, 'value': b'48'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089946000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089946000, 'value': b'2023-03-19T15:18:07.668131'}]"
b'91862838-9bc4-4332-9a77-b08abe17d4ec',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239081845000, 'value': b'57'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239081845000, 'value': b'38'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239081845000, 'value': b'2023-03-19T15:18:01.453376'}]"
b'939eeddb-7260-452c-af40-8d0a14bc78e5',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239089946000, 'value': b'62'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239089946000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239089946000, 'value': b'2023-03-19T15:18:07.272627'}]"
b'954924a4-dc63-4d64-8ea5-9effb5f6e35f',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238802676000, 'value': b'50'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238802676000, 'value': b'25'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238802676000, 'value': b'2023-03-19T15:13:21.675659'}]"
b'967a2574-16f5-4123-9c86-3051f433cf65',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238812603000, 'value': b'41'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238812603000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238812603000, 'value': b'2023-03-19T15:13:31.223101'}]"
b'96ba8643-c4f6-43f5-9b32-fab0909c7fc4',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237474033000, 'value': b'43'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237474033000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237474033000, 'value': b'2011-09-22T18:51:12'}]"
b'99426ee6-08ae-498d-b6b4-6b6a1158d1c5',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679235856809000, 'value': b'54'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679235856809000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679235856809000, 'value': b'1982-02-23T18:15:49'}]"
b'9a3b31a5-6f0a-44ed-9579-451f80cfa3e5',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239082345000, 'value': b'69'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239082345000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239082345000, 'value': b'2023-03-19T15:18:02.134752'}]"
b'9b29d81a-c97a-4f61-9d46-a5f6889807d5',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239103448000, 'value': b'56'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239103448000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239103448000, 'value': b'2023-03-19T15:18:12.816984'}]"
b'9c1bec02-e035-4357-aae4-6a16da9811d5',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085536000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085536000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085536000, 'value': b'2023-03-19T15:18:04.163728'}]"
